ftype,K,d,lb0,ub0,lb1,ub1,lb2,ub2,a1,c0,e00,e01,e02,c1,e10,e11,e12,c2,e20,e21,e22,rms_err,max_err
SMA,3,3,0.2277,1.5854,0.3333333333333333,2.0,0.8333333333333334,1.9166666666666667,0.007455799149061801,3.801092395254546e-05,4.175221400268578,-0.4032357225891025,5.54373382117558,0.0002725516010608517,7.999661198638207,-0.004043740135429272,-0.7556573643620034,0.962053433615891,-0.0020804769191196306,-0.0019086604298457286,0.001549850572139564,0.21079202273907496,6.653010024175901
