dai 1336a 80
    1.000000     -0.2595297E-04
   0.9933421      0.1022005E-02
   0.9846409      0.2388004E-02
   0.9748805      0.3925612E-02
   0.9642844      0.5641370E-02
   0.9529975      0.7557340E-02
   0.9410769      0.9666257E-02
   0.9286599      0.1193257E-01
   0.9159506      0.1431917E-01
   0.9031004      0.1680500E-01
   0.8901596      0.1938507E-01
   0.8771292      0.2206104E-01
   0.8639950      0.2483531E-01
   0.8507447      0.2770061E-01
   0.8373909      0.3064226E-01
   0.8239575      0.3364833E-01
   0.8104470      0.3671408E-01
   0.7968429      0.3983573E-01
   0.7831412      0.4300320E-01
   0.7693601      0.4620074E-01
   0.7555247      0.4941070E-01
   0.7416605      0.5261796E-01
   0.7278040      0.5581336E-01
   0.7140063      0.5898438E-01
   0.7003144      0.6211033E-01
   0.6867516      0.6517317E-01
   0.6733207      0.6815927E-01
   0.6600113      0.7105812E-01
   0.6468064      0.7386331E-01
   0.6336948      0.7657000E-01
   0.6206722      0.7917207E-01
   0.6077338      0.8166335E-01
   0.5948701      0.8403905E-01
   0.5820723      0.8629569E-01
   0.5693363      0.8842934E-01
   0.5566597      0.9043543E-01
   0.5440354      0.9230970E-01
   0.5314520      0.9404965E-01
   0.5188980      0.9565376E-01
   0.5063625      0.9712064E-01
   0.4938348      0.9845026E-01
   0.4813037      0.9964272E-01
   0.4687597      0.1006998    
   0.4561985      0.1016233    
   0.4436200      0.1024140    
   0.4310271      0.1030731    
   0.4184246      0.1036006    
   0.4058172      0.1039965    
   0.3932097      0.1042604    
   0.3806062      0.1043924    
   0.3680110      0.1043921    
   0.3554284      0.1042593    
   0.3428640      0.1039933    
   0.3303231      0.1035936    
   0.3178108      0.1030594    
   0.3053306      0.1023897    
   0.2928876      0.1015842    
   0.2804890      0.1006424    
   0.2681435      0.9956377E-01
   0.2558599      0.9834734E-01
   0.2436468      0.9699242E-01
   0.2315153      0.9549832E-01
   0.2194784      0.9386474E-01
   0.2075509      0.9209117E-01
   0.1957484      0.9017749E-01
   0.1840896      0.8812339E-01
   0.1725962      0.8592991E-01
   0.1612918      0.8359769E-01
   0.1501979      0.8112717E-01
   0.1393342      0.7852023E-01
   0.1287273      0.7578232E-01
   0.1184113      0.7292310E-01
   0.1084290      0.6995606E-01
   0.9882840E-01  0.6690044E-01
   0.8966062E-01  0.6377850E-01
   0.8097885E-01  0.6061699E-01
   0.7282784E-01  0.5744567E-01
   0.6524408E-01  0.5429135E-01
   0.5824705E-01  0.5118122E-01
   0.5183661E-01  0.4813871E-01
   0.4600062E-01  0.4518185E-01
   0.4071182E-01  0.4232494E-01
   0.3593350E-01  0.3957598E-01
   0.3163003E-01  0.3693914E-01
   0.2776278E-01  0.3441659E-01
   0.2429065E-01  0.3200735E-01
   0.2117754E-01  0.2970446E-01
   0.1838785E-01  0.2749786E-01
   0.1588614E-01  0.2537716E-01
   0.1364002E-01  0.2333343E-01
   0.1162398E-01  0.2136190E-01
   0.9817365E-02  0.1946043E-01
   0.8201622E-02  0.1762726E-01
   0.6760040E-02  0.1586105E-01
   0.5482503E-02  0.1415945E-01
   0.4361133E-02  0.1251765E-01
   0.3386572E-02  0.1092853E-01
   0.2549500E-02  0.9384478E-02
   0.1841085E-02  0.7881251E-02
   0.1253905E-02  0.6417851E-02
   0.7816853E-03  0.5003873E-02
   0.4183122E-03  0.3639412E-02
   0.1639917E-03  0.2324513E-02
   0.2325446E-04  0.1064926E-02
   0.1548692E-05 -0.1658617E-03
   0.1072390E-03 -0.1384296E-02
   0.3445692E-03 -0.2600369E-02
   0.7202391E-03 -0.3821176E-02
   0.1243045E-02 -0.5031438E-02
   0.1928549E-02 -0.6207830E-02
   0.2796621E-02 -0.7336291E-02
   0.3860014E-02 -0.8389871E-02
   0.5123070E-02 -0.9354068E-02
   0.6586571E-02 -0.1021396E-01
   0.8240218E-02 -0.1097639E-01
   0.1006886E-01 -0.1165271E-01
   0.1207134E-01 -0.1225401E-01
   0.1425772E-01 -0.1279268E-01
   0.1663553E-01 -0.1328691E-01
   0.1921772E-01 -0.1374882E-01
   0.2203046E-01 -0.1417745E-01
   0.2510482E-01 -0.1457271E-01
   0.2847661E-01 -0.1493766E-01
   0.3219056E-01 -0.1527384E-01
   0.3630464E-01 -0.1557719E-01
   0.4088861E-01 -0.1584442E-01
   0.4602190E-01 -0.1607541E-01
   0.5178979E-01 -0.1626967E-01
   0.5828108E-01 -0.1641741E-01
   0.6557420E-01 -0.1650869E-01
   0.7373152E-01 -0.1653795E-01
   0.8279412E-01 -0.1649541E-01
   0.9274806E-01 -0.1637024E-01
   0.1035323     -0.1615931E-01
   0.1150584     -0.1586273E-01
   0.1271998     -0.1548768E-01
   0.1398254     -0.1504443E-01
   0.1528187     -0.1454037E-01
   0.1660950     -0.1398399E-01
   0.1795971     -0.1338376E-01
   0.1932726     -0.1274901E-01
   0.2070759     -0.1208685E-01
   0.2209754     -0.1140229E-01
   0.2349530     -0.1069978E-01
   0.2489946     -0.9983075E-02
   0.2630865     -0.9256405E-02
   0.2772181     -0.8521820E-02
   0.2913841     -0.7781336E-02
   0.3055828     -0.7037054E-02
   0.3198121     -0.6291248E-02
   0.3340690     -0.5546050E-02
   0.3483494     -0.4803460E-02
   0.3626492     -0.4065075E-02
   0.3769700     -0.3331730E-02
   0.3913183     -0.2604855E-02
   0.4056959     -0.1887750E-02
   0.4200932     -0.1183902E-02
   0.4344996     -0.4945704E-03
   0.4489120      0.1797722E-03
   0.4633301      0.8382497E-03
   0.4777464      0.1479238E-02
