   1.000000  -.001336
    .986949  -.000277
    .970048   .001102
    .945493   .003143
    .915784   .005687
    .885296   .008358
    .855708   .011045
    .825982   .013954
    .795265   .017309
    .764069   .021162
    .733000   .025400
    .701807   .029990
    .670813   .034835
    .639986   .039981
    .609217   .045518
    .578442   .051519
    .547619   .057926
    .516747   .064596
    .485882   .071363
    .455101   .077968
    .424425   .084069
    .393818   .089351
    .363234   .093541
    .332674   .096431
    .302132   .097822
    .271595   .097561
    .241096   .095765
    .210769   .092645
    .180846   .088410
    .151591   .082985
    .123223   .076154
    .096488   .068081
    .072305   .059008
    .050109   .048285
    .032553   .037511
    .019187   .027275
    .009198   .017689
    .003627   .010626
    .000877   .005046
    .000002   .000207
    .000674  -.004234
    .002588  -.008383
    .005494  -.012221
    .009323  -.015671
    .014210  -.018537
    .021016  -.020666
    .033578  -.022751
    .053567  -.024487
    .076053  -.024298
    .104882  -.022554
    .134198  -.019807
    .164343  -.017213
    .195325  -.015367
    .226726  -.013988
    .258274  -.012935
    .289820  -.012146
    .321330  -.011553
    .352844  -.011080
    .384390  -.010653
    .415969  -.010200
    .447559  -.009697
    .479150  -.009176
    .510748  -.008666
    .542360  -.008184
    .573955  -.007717
    .605558  -.007255
    .637111  -.006787
    .668590  -.006314
    .700110  -.005835
    .731547  -.005353
    .762687  -.004880
    .793879  -.004423
    .825005  -.003990
    .855015  -.003582
    .884725  -.003164
    .915320  -.002697
    .945114  -.002216
    .969896  -.001816
    .986899  -.001545
   1.000000  -.001336
